von;zu;typ;richtung;seit;quelle
absdeuforholhol_2;bmelh;UNTERSTELLT;eingehend;;
absdeulanernabs_3;bmelh;UNTERSTELLT;eingehend;;
ahk_49141;bmwi;UNTERSTELLT;eingehend;;
ahkrus_49296;bmwi;UNTERSTELLT;eingehend;;
akafürraulan_8;bmbfsj;UNTERSTELLT;eingehend;;
akakün_7;bkamt;UNTERSTELLT;eingehend;;
amtfürhee_580;bmvg;UNTERSTELLT;eingehend;;
amtfürmilabs_12;bmvg;UNTERSTELLT;eingehend;;
amtfürnechei_15;bmv;UNTERSTELLT;eingehend;;
antbun_16;bmbfsj;UNTERSTELLT;eingehend;;
aokbunegb_52177;bmg;UNTERSTELLT;eingehend;;
arbfürstäbauwoh_16833;bmas;UNTERSTELLT;eingehend;;
arblandie_14157;bmas;UNTERSTELLT;eingehend;;
arthee_36;bmvg;UNTERSTELLT;eingehend;;
astins_37;bmbfsj;UNTERSTELLT;eingehend;;
audbkk_6574;bmas;UNTERSTELLT;eingehend;;
ausamt_43;aa;UNTERSTELLT;eingehend;;
ausfürdigsta_52044;bt;UNTERSTELLT;eingehend;;
ausmun_41;bmvg;UNTERSTELLT;eingehend;;
ausspeope_42;bmvg;UNTERSTELLT;eingehend;;
autnor_11168;bmv;UNTERSTELLT;eingehend;;
ba;bmas;RECHTSAUFSICHT;eingehend;1952;
baaInBw;bmvg;UNTERSTELLT;eingehend;2012;
bafin;bmf;RECHTSAUFSICHT;eingehend;2002;
bafin;dbb;KOORDINIERT_MIT;ausgehend;2002;
bahbkk_6575;bmas;UNTERSTELLT;eingehend;;
bamf;bmi;UNTERSTELLT;eingehend;1953;
bargek_44;bmas;UNTERSTELLT;eingehend;;
base;bmuv;UNTERSTELLT;eingehend;2014;
bast;bmv;UNTERSTELLT;eingehend;1951;
baua;bmas;UNTERSTELLT;eingehend;1996;
bbk;bmi;UNTERSTELLT;eingehend;2004;
bbk;thw;KOORDINIERT_MIT;ausgehend;2004;
beaaufsexkin_159;bmas;UNTERSTELLT;eingehend;;
beabunfürakzsex_49839;bmbfsj;UNTERSTELLT;eingehend;;
beabunfüranlbet_48946;bmi;UNTERSTELLT;eingehend;;
beabunfürausnat_48;bmi;UNTERSTELLT;eingehend;;
beabunfürbelmen_50;bmas;UNTERSTELLT;eingehend;;
beabunfürbelpat_51;bmg;UNTERSTELLT;eingehend;;
beabunfürberumz_49;bmv;UNTERSTELLT;eingehend;;
beabunfürdeueis_50153;bmv;UNTERSTELLT;eingehend;;
beabunfürfraabr_154;aa;UNTERSTELLT;eingehend;;
beabunfürinf_45;bmi;UNTERSTELLT;eingehend;;
beabunfürjüdleb_48939;bmi;UNTERSTELLT;eingehend;;
beabunfürkulmed_155;bkamt;UNTERSTELLT;eingehend;;
beabunfürmen_46;bmjv;UNTERSTELLT;eingehend;;
beabunfürmenhum_156;aa;UNTERSTELLT;eingehend;;
beabunfürmenjus_48945;bmjv;UNTERSTELLT;eingehend;;
beabunfürmigflü_47;bkamt;UNTERSTELLT;eingehend;;
beabunfürmit_157;bmwi;UNTERSTELLT;eingehend;;
beabunfürnac_52;bkamt;UNTERSTELLT;eingehend;;
beabunfürost_53;bmwi;UNTERSTELLT;eingehend;;
beabunfürrelwel_48950;bmi;UNTERSTELLT;eingehend;;
beabunfürsch_48948;bmv;UNTERSTELLT;eingehend;;
beabunfürspoehr_51929;bmi;UNTERSTELLT;eingehend;;
beabunfürsucdro_326;bmg;UNTERSTELLT;eingehend;;
beafürdeufrazus_158;aa;UNTERSTELLT;eingehend;;
beafürnacbun_48938;bkamt;UNTERSTELLT;eingehend;;
beiardzdfdeu_50242;bkamt;UNTERSTELLT;eingehend;;
berbau_237;bmas;UNTERSTELLT;eingehend;;
berbkk_6576;bmas;UNTERSTELLT;eingehend;;
berenetexelemed_240;bmas;UNTERSTELLT;eingehend;;
berfürgeswoh_241;bmas;UNTERSTELLT;eingehend;;
berhanwar_243;bmas;UNTERSTELLT;eingehend;;
berholmet_244;bmas;UNTERSTELLT;eingehend;;
berkle_162;bmv;UNTERSTELLT;eingehend;;
berkob_163;bmv;UNTERSTELLT;eingehend;;
bernahgas_245;bmas;UNTERSTELLT;eingehend;;
berrohcheind_4048;bmas;UNTERSTELLT;eingehend;;
berverposlogtel_242;bmas;UNTERSTELLT;eingehend;;
berverposlogtel_33201;bmas;UNTERSTELLT;eingehend;;
besbuninn_246;bmi;UNTERSTELLT;eingehend;;
besforgbr_51656;bmbfsj;UNTERSTELLT;eingehend;;
bet_52010;bmg;UNTERSTELLT;eingehend;;
bet_7774;bmg;UNTERSTELLT;eingehend;;
betmob_6587;bmas;UNTERSTELLT;eingehend;;
bettec_51991;bmg;UNTERSTELLT;eingehend;;
bevbunfürpfl_48947;bmg;UNTERSTELLT;eingehend;;
bewärz_52199;bt;UNTERSTELLT;eingehend;;
bfarm;bmg;UNTERSTELLT;eingehend;1994;
bfn;bmuv;UNTERSTELLT;eingehend;1993;
bfv;bmi;UNTERSTELLT;eingehend;1950;
bibb;bmbfsj;UNTERSTELLT;eingehend;2025;
bilbun_15651;bmvg;UNTERSTELLT;eingehend;;
bima;bmf;RECHTSAUFSICHT;eingehend;2005;
bka;bmi;UNTERSTELLT;eingehend;1951;
bkamt;bnd;FACHAUFSICHT;ausgehend;1949;
bkamt;bpa;FACHAUFSICHT;ausgehend;1949;
bkarta;bmwi;UNTERSTELLT;eingehend;1958;
bkk_6578;bmas;UNTERSTELLT;eingehend;;
bkkexk_51992;bmg;UNTERSTELLT;eingehend;;
bkkfir_6583;bmas;UNTERSTELLT;eingehend;;
bkkfre_51989;bmg;UNTERSTELLT;eingehend;;
bkkgilsei_6584;bmas;UNTERSTELLT;eingehend;;
bkklin_6586;bmas;UNTERSTELLT;eingehend;;
bkkmelplu_15899;bmg;UNTERSTELLT;eingehend;;
bkkmkk_51995;bmg;UNTERSTELLT;eingehend;;
bkkpar_52001;bmg;UNTERSTELLT;eingehend;;
bkkpfa_6588;bmas;UNTERSTELLT;eingehend;;
bkkpro_6579;bmas;UNTERSTELLT;eingehend;;
bkkpwc_18260;bmg;UNTERSTELLT;eingehend;;
bkksal_52013;bmg;UNTERSTELLT;eingehend;;
bkkver_6585;bmas;UNTERSTELLT;eingehend;;
bkkveruni_6589;bmas;UNTERSTELLT;eingehend;;
bkkwirfin_52000;bmf;UNTERSTELLT;eingehend;;
bkkwür_52011;bmg;UNTERSTELLT;eingehend;;
ble;bmelh;UNTERSTELLT;eingehend;1995;
blk_51209;bmjv;UNTERSTELLT;eingehend;;
bmas;ba;RECHTSAUFSICHT;ausgehend;1952;
bmas;baua;FACHAUFSICHT;ausgehend;1996;
bmbfsj;bibb;FACHAUFSICHT;ausgehend;1970;
bmelh;ble;FACHAUFSICHT;ausgehend;1995;
bmelh;bvl;FACHAUFSICHT;ausgehend;2002;
bmf;gzd;FACHAUFSICHT;ausgehend;2016;
bmf;bzst;FACHAUFSICHT;ausgehend;2006;
bmf;bafin;RECHTSAUFSICHT;ausgehend;2002;
bmf;bima;RECHTSAUFSICHT;ausgehend;2005;
bmg;rki;FACHAUFSICHT;ausgehend;1994;
bmg;pei;FACHAUFSICHT;ausgehend;1972;
bmg;bzga;FACHAUFSICHT;ausgehend;1967;
bmg;bfarm;FACHAUFSICHT;ausgehend;1994;
bmi;bpol;FACHAUFSICHT;ausgehend;1949;
bmi;bka;FACHAUFSICHT;ausgehend;1951;
bmi;bfv;FACHAUFSICHT;ausgehend;1950;
bmi;bamf;FACHAUFSICHT;ausgehend;1953;
bmi;bsi;FACHAUFSICHT;ausgehend;1991;
bmi;bbk;FACHAUFSICHT;ausgehend;2004;
bmi;bva;FACHAUFSICHT;ausgehend;1960;
bmi;destatis;FACHAUFSICHT;ausgehend;1953;
bmi;thw;FACHAUFSICHT;ausgehend;1950;
bmi;bpb;FACHAUFSICHT;ausgehend;1952;
bmjv;gba;FACHAUFSICHT;ausgehend;1950;
bmuv;uba;FACHAUFSICHT;ausgehend;1986;
bmuv;bfn;FACHAUFSICHT;ausgehend;1993;
bmuv;base;FACHAUFSICHT;ausgehend;2014;
bmv;kba;FACHAUFSICHT;ausgehend;1951;
bmv;eba;FACHAUFSICHT;ausgehend;1994;
bmv;bast;FACHAUFSICHT;ausgehend;1951;
bmvg;mad;FACHAUFSICHT;ausgehend;1956;
bmvg;baaInBw;FACHAUFSICHT;ausgehend;2012;
bmwi;bnetza;FACHAUFSICHT;ausgehend;2005;
bmwi;bkarta;FACHAUFSICHT;ausgehend;1958;
bmwi;ptb;FACHAUFSICHT;ausgehend;1887;
bnd;bkamt;UNTERSTELLT;eingehend;1949;
bnetza;bmwi;UNTERSTELLT;eingehend;2005;
bosbkk_52002;bmg;UNTERSTELLT;eingehend;;
botbundeuank_51806;aa;UNTERSTELLT;eingehend;;
botbundeuhar_51685;aa;UNTERSTELLT;eingehend;;
bpa;bkamt;UNTERSTELLT;eingehend;1949;
bpb;bmi;UNTERSTELLT;eingehend;1952;
bpol;bmi;UNTERSTELLT;eingehend;1949;
bpol;bka;KOORDINIERT_MIT;ausgehend;1951;
br;bt;KOORDINIERT_MIT;ausgehend;1949;
brh;bt;KOORDINIERT_MIT;ausgehend;1950;
bsi;bmi;UNTERSTELLT;eingehend;1991;
bt;br;KOORDINIERT_MIT;ausgehend;1949;
bt;bpra;KOORDINIERT_MIT;ausgehend;1949;
bt;bverfg;KOORDINIERT_MIT;ausgehend;1951;
bun_100;bmjv;UNTERSTELLT;eingehend;;
bun_101;bmjv;UNTERSTELLT;eingehend;;
bun_103;bmi;UNTERSTELLT;eingehend;;
bun_114;bmi;UNTERSTELLT;eingehend;;
bun_116;bkamt;UNTERSTELLT;eingehend;;
bun_118;bt;UNTERSTELLT;eingehend;;
bun_119;bmf;UNTERSTELLT;eingehend;;
bun_120;bmjv;UNTERSTELLT;eingehend;;
bun_124;bmelh;UNTERSTELLT;eingehend;;
bun_125;bmas;UNTERSTELLT;eingehend;;
bun_126;bmvg;UNTERSTELLT;eingehend;;
bun_129;bmf;UNTERSTELLT;eingehend;;
bun_134;bmjv;UNTERSTELLT;eingehend;;
bun_136;bmi;UNTERSTELLT;eingehend;;
bun_137;bmjv;UNTERSTELLT;eingehend;;
bun_17020;bmg;UNTERSTELLT;eingehend;;
bun_220;bmvg;UNTERSTELLT;eingehend;;
bun_222;bmvg;UNTERSTELLT;eingehend;;
bun_299;bmas;UNTERSTELLT;eingehend;;
bun_300;bkamt;UNTERSTELLT;eingehend;;
bun_302;bmf;UNTERSTELLT;eingehend;;
bun_4052;bmi;UNTERSTELLT;eingehend;;
bun_4335;bmi;UNTERSTELLT;eingehend;;
bun_50166;bmi;UNTERSTELLT;eingehend;;
bun_57;bmv;UNTERSTELLT;eingehend;;
bun_63;bmvg;UNTERSTELLT;eingehend;;
bun_64;bmjv;UNTERSTELLT;eingehend;;
bun_72;bkamt;UNTERSTELLT;eingehend;;
bun_75;bmwi;UNTERSTELLT;eingehend;;
bun_82;bmi;UNTERSTELLT;eingehend;;
bun_83;bmv;UNTERSTELLT;eingehend;;
bun_98;bkamt;UNTERSTELLT;eingehend;;
bun_99;bmwi;UNTERSTELLT;eingehend;;
bunaac_51939;bmi;UNTERSTELLT;eingehend;;
bunawo_71;bmbfsj;UNTERSTELLT;eingehend;;
bunbadbra_104;bmi;UNTERSTELLT;eingehend;;
bunbeideubaugru_80;bmf;UNTERSTELLT;eingehend;;
bunbel_229;bmvg;UNTERSTELLT;eingehend;;
bunber_105;bmi;UNTERSTELLT;eingehend;;
bunber_206;bmvg;UNTERSTELLT;eingehend;;
bunber_216;bmvg;UNTERSTELLT;eingehend;;
bunbon_48832;bmi;UNTERSTELLT;eingehend;;
bunbun_106;bmi;UNTERSTELLT;eingehend;;
bundeunor_249;bmi;UNTERSTELLT;eingehend;;
bunene_48940;bmwi;UNTERSTELLT;eingehend;;
bunfli_18153;bmi;UNTERSTELLT;eingehend;;
bunfluframai_107;bmi;UNTERSTELLT;eingehend;;
bunfra_223;bmvg;UNTERSTELLT;eingehend;;
bunfraglehocges_81;bmbfsj;UNTERSTELLT;eingehend;;
bunfrepfikdö_52154;bmi;UNTERSTELLT;eingehend;;
bunfürarb_250;bmas;UNTERSTELLT;eingehend;;
bunfürarbregbad_251;bmas;UNTERSTELLT;eingehend;;
bunfürarbregbay_252;bmas;UNTERSTELLT;eingehend;;
bunfürarbregber_253;bmas;UNTERSTELLT;eingehend;;
bunfürarbreghes_254;bmas;UNTERSTELLT;eingehend;;
bunfürarbregnie_255;bmas;UNTERSTELLT;eingehend;;
bunfürarbregnor_256;bmas;UNTERSTELLT;eingehend;;
bunfürarbregnor_257;bmas;UNTERSTELLT;eingehend;;
bunfürarbregrhe_258;bmas;UNTERSTELLT;eingehend;;
bunfürarbregsac_259;bmas;UNTERSTELLT;eingehend;;
bunfürarbregsac_260;bmas;UNTERSTELLT;eingehend;;
bunfürbehzahkon_54;bmf;UNTERSTELLT;eingehend;;
bunfürberbeitre_304;bmv;UNTERSTELLT;eingehend;;
bunfürdatinf_305;bmjv;UNTERSTELLT;eingehend;;
bunfürflu_127;bmv;UNTERSTELLT;eingehend;;
bunfürflu_301;bmv;UNTERSTELLT;eingehend;;
bunfürkinjug_117;bmbfsj;UNTERSTELLT;eingehend;;
bunfüropfseddik_49260;bkamt;UNTERSTELLT;eingehend;;
bunfürpolbil_233;bmi;UNTERSTELLT;eingehend;;
bunfürreh_51831;bmas;UNTERSTELLT;eingehend;;
bunfürsee_128;bmv;UNTERSTELLT;eingehend;;
bunfürsic_262;bmvg;UNTERSTELLT;eingehend;;
bunfürsoz_138;bmas;UNTERSTELLT;eingehend;;
bunfürspr_20194;bmas;UNTERSTELLT;eingehend;;
bunfürste_231;bmf;UNTERSTELLT;eingehend;;
bunfüruntstaehe_303;bkamt;UNTERSTELLT;eingehend;;
bunfürververnac_50032;bmas;UNTERSTELLT;eingehend;;
bunfürververnac_50033;bmas;UNTERSTELLT;eingehend;;
bunfürverzahlei_50034;bmas;UNTERSTELLT;eingehend;;
bunfürwehweh_263;bmvg;UNTERSTELLT;eingehend;;
bunfürwirver_55;bmf;UNTERSTELLT;eingehend;;
bunfürziv_306;bmbfsj;UNTERSTELLT;eingehend;;
bunfüröffver_261;bmi;UNTERSTELLT;eingehend;;
bunges_6577;bmas;UNTERSTELLT;eingehend;;
bungro_224;bmvg;UNTERSTELLT;eingehend;;
bunhalsaa_76;bmg;UNTERSTELLT;eingehend;;
bunham_207;bmvg;UNTERSTELLT;eingehend;;
bunham_217;bmvg;UNTERSTELLT;eingehend;;
bunhamhau_16284;bmv;UNTERSTELLT;eingehend;;
bunhan_108;bmi;UNTERSTELLT;eingehend;;
bunhan_208;bmvg;UNTERSTELLT;eingehend;;
bunita_225;bmvg;UNTERSTELLT;eingehend;;
bunkar_209;bmvg;UNTERSTELLT;eingehend;;
bunkas_210;bmvg;UNTERSTELLT;eingehend;;
bunkatjug_298;bmas;UNTERSTELLT;eingehend;;
bunkie_77;bmg;UNTERSTELLT;eingehend;;
bunkob_109;bmi;UNTERSTELLT;eingehend;;
bunkob_211;bmvg;UNTERSTELLT;eingehend;;
bunkob_230;bmvg;UNTERSTELLT;eingehend;;
bunköl_212;bmvg;UNTERSTELLT;eingehend;;
bunmün_110;bmi;UNTERSTELLT;eingehend;;
bunmün_16321;bmi;UNTERSTELLT;eingehend;;
bunmün_213;bmvg;UNTERSTELLT;eingehend;;
bunnau_214;bmvg;UNTERSTELLT;eingehend;;
bunnie_226;bmvg;UNTERSTELLT;eingehend;;
bunpir_111;bmi;UNTERSTELLT;eingehend;;
bunpol_227;bmvg;UNTERSTELLT;eingehend;;
bunprü_52102;bmi;UNTERSTELLT;eingehend;;
bunsanaug_112;bmi;UNTERSTELLT;eingehend;;
bunstu_113;bmi;UNTERSTELLT;eingehend;;
buntec_221;bmvg;UNTERSTELLT;eingehend;;
buntel_123;bmi;UNTERSTELLT;eingehend;;
buntri_78;bmg;UNTERSTELLT;eingehend;;
bunulm_218;bmvg;UNTERSTELLT;eingehend;;
bunusakan_228;bmvg;UNTERSTELLT;eingehend;;
bunvermbh_297;bmjv;UNTERSTELLT;eingehend;;
bunvilhambon_48932;bmi;UNTERSTELLT;eingehend;;
bunwes_219;bmvg;UNTERSTELLT;eingehend;;
bunwür_215;bmvg;UNTERSTELLT;eingehend;;
bva;bmi;UNTERSTELLT;eingehend;1960;
bvl;bmelh;UNTERSTELLT;eingehend;2002;
bzfe_49805;bmi;UNTERSTELLT;eingehend;;
bzga;bmg;UNTERSTELLT;eingehend;1967;
bzst;bmf;UNTERSTELLT;eingehend;2006;
bünfürdemtol_234;bmi;UNTERSTELLT;eingehend;;
bürbunangmer_50164;bkamt;UNTERSTELLT;eingehend;;
bürbungersch_49800;bkamt;UNTERSTELLT;eingehend;;
bürfürtecbeideu_235;bkamt;UNTERSTELLT;eingehend;;
can_14729;bmi;UNTERSTELLT;eingehend;;
cenfürintmigent_307;bmas;UNTERSTELLT;eingehend;;
conbet_6592;bmas;UNTERSTELLT;eingehend;;
conkoodeuisrjug_308;bmbfsj;UNTERSTELLT;eingehend;;
dabdigdeu_49012;bmi;UNTERSTELLT;eingehend;;
dakges_6593;bmas;UNTERSTELLT;eingehend;;
datdeuwel_52186;bmjv;UNTERSTELLT;eingehend;;
dav_49230;bmv;UNTERSTELLT;eingehend;;
dbb;bafin;KOORDINIERT_MIT;ausgehend;2002;
debbkk_6594;bmas;UNTERSTELLT;eingehend;;
degdeuinventmbh_49140;bmz;UNTERSTELLT;eingehend;;
dek_16757;bmi;UNTERSTELLT;eingehend;;
dekdeugir_311;bmf;UNTERSTELLT;eingehend;;
destatis;bmi;UNTERSTELLT;eingehend;1953;
deuakaaus_345;bmi;UNTERSTELLT;eingehend;;
deuakaromvilmas_314;bkamt;UNTERSTELLT;eingehend;;
deuakatec_313;bmbfsj;UNTERSTELLT;eingehend;;
deuakkzulfürumw_15910;bmuv;UNTERSTELLT;eingehend;;
deuantdeufrabri_346;bmvg;UNTERSTELLT;eingehend;;
deuantdeuniekor_348;bmvg;UNTERSTELLT;eingehend;;
deuantmulkornor_349;bmvg;UNTERSTELLT;eingehend;;
deuarcins_371;aa;UNTERSTELLT;eingehend;;
deubahinvrel_14438;bmv;UNTERSTELLT;eingehend;;
deubotacc_51969;aa;UNTERSTELLT;eingehend;;
deubotbra_51796;aa;UNTERSTELLT;eingehend;;
deubotpar_51820;aa;UNTERSTELLT;eingehend;;
deubun_317;bmf;UNTERSTELLT;eingehend;;
deubun_351;bkamt;UNTERSTELLT;eingehend;;
deubunhauber_318;bmf;UNTERSTELLT;eingehend;;
deubunhaudüs_319;bmf;UNTERSTELLT;eingehend;;
deubunhauframai_328;bmf;UNTERSTELLT;eingehend;;
deubunhauham_329;bmf;UNTERSTELLT;eingehend;;
deubunhauhan_330;bmf;UNTERSTELLT;eingehend;;
deubunhaulei_331;bmf;UNTERSTELLT;eingehend;;
deubunhaumai_332;bmf;UNTERSTELLT;eingehend;;
deubunhaumün_333;bmf;UNTERSTELLT;eingehend;;
deubunhaustu_334;bmf;UNTERSTELLT;eingehend;;
deudiazenleizen_375;bmbfsj;UNTERSTELLT;eingehend;;
deuelesyn_376;bmbfsj;UNTERSTELLT;eingehend;;
deuemi_15652;bmuv;UNTERSTELLT;eingehend;;
deueth_354;bmi;UNTERSTELLT;eingehend;;
deufor_338;bmbfsj;UNTERSTELLT;eingehend;;
deuforfürleb_337;bmbfsj;UNTERSTELLT;eingehend;;
deufra_355;bmbfsj;UNTERSTELLT;eingehend;;
deuför_51965;bmbfsj;UNTERSTELLT;eingehend;;
deugesunf_341;bmas;UNTERSTELLT;eingehend;;
deuhaufürdhssuc_15849;bmg;UNTERSTELLT;eingehend;;
deuinsfürent_380;bmz;UNTERSTELLT;eingehend;;
deuinsfürern_381;bmbfsj;UNTERSTELLT;eingehend;;
deuinsfürerw_382;bmbfsj;UNTERSTELLT;eingehend;;
deuinsfürintpäd_383;bmbfsj;UNTERSTELLT;eingehend;;
deuinsfürnor_51230;bmi;UNTERSTELLT;eingehend;;
deuinsfürurb_385;bmi;UNTERSTELLT;eingehend;;
deuinsfürwir_386;bmbfsj;UNTERSTELLT;eingehend;;
deuinvent_342;bmwi;UNTERSTELLT;eingehend;;
deujug_387;bmbfsj;UNTERSTELLT;eingehend;;
deukinmusfürfil_343;bkamt;UNTERSTELLT;eingehend;;
deukoo_356;bmi;UNTERSTELLT;eingehend;;
deukulösteur_389;bkamt;UNTERSTELLT;eingehend;;
deunat_344;bkamt;UNTERSTELLT;eingehend;;
deuolyspo_361;bmi;UNTERSTELLT;eingehend;;
deupatmar_391;bmjv;UNTERSTELLT;eingehend;;
deurenbun_352;bmas;UNTERSTELLT;eingehend;;
deurenknabahsee_353;bmas;UNTERSTELLT;eingehend;;
deurheforber_394;bmbfsj;UNTERSTELLT;eingehend;;
deurotkre_395;bmi;UNTERSTELLT;eingehend;;
deurun_50391;bkamt;UNTERSTELLT;eingehend;;
deusch_374;bmvg;UNTERSTELLT;eingehend;;
deusch_396;bmv;UNTERSTELLT;eingehend;;
deuspagir_362;bmf;UNTERSTELLT;eingehend;;
deustu_18269;bmi;UNTERSTELLT;eingehend;;
deustä_14446;bmi;UNTERSTELLT;eingehend;;
deustägem_52097;bmi;UNTERSTELLT;eingehend;;
deuver_367;bmv;UNTERSTELLT;eingehend;;
deuverfüröffpri_366;bmi;UNTERSTELLT;eingehend;;
deuverkraaus_405;bmas;UNTERSTELLT;eingehend;;
deuverrüsusakan_404;bmvg;UNTERSTELLT;eingehend;;
deuwei_368;bmwi;UNTERSTELLT;eingehend;;
deuwel_406;bkamt;UNTERSTELLT;eingehend;;
deuwet_369;bmv;UNTERSTELLT;eingehend;;
deuzenfürlufrau_401;bmi;UNTERSTELLT;eingehend;;
deuzenfürmed_407;bkamt;UNTERSTELLT;eingehend;;
deuzenfürneuerk_402;bmbfsj;UNTERSTELLT;eingehend;;
deuzenfürtou_321;bmi;UNTERSTELLT;eingehend;;
dihdeuindhan_50896;bmi;UNTERSTELLT;eingehend;;
divlufope_324;bmvg;UNTERSTELLT;eingehend;;
divspeope_325;bmvg;UNTERSTELLT;eingehend;;
dkg_51810;bmg;UNTERSTELLT;eingehend;;
drv;bmas;RECHTSAUFSICHT;eingehend;2005;
dvvint_327;bmbfsj;UNTERSTELLT;eingehend;;
eba;bmv;UNTERSTELLT;eingehend;1994;
einbun_410;bmvg;UNTERSTELLT;eingehend;;
eis_411;bmv;UNTERSTELLT;eingehend;;
eisunfbun_1007;bmv;UNTERSTELLT;eingehend;;
eiti_48944;bmi;UNTERSTELLT;eingehend;;
eka_52050;bmvg;UNTERSTELLT;eingehend;;
enebkk_6597;bmas;UNTERSTELLT;eingehend;;
entwer_15909;bmi;UNTERSTELLT;eingehend;;
erd_414;bmwi;UNTERSTELLT;eingehend;;
ersdeufer_4107;bmi;UNTERSTELLT;eingehend;;
eurzenfürmin_416;bmi;UNTERSTELLT;eingehend;;
evakirfürbun_417;bmvg;UNTERSTELLT;eingehend;;
evazus_16125;bmas;UNTERSTELLT;eingehend;;
facfürintjugbun_424;bmas;UNTERSTELLT;eingehend;;
facmallacmbzhbz_419;bmi;UNTERSTELLT;eingehend;;
facnacroh_418;bmi;UNTERSTELLT;eingehend;;
fambadwürost_14030;bmas;UNTERSTELLT;eingehend;;
fambadwürwes_14031;bmas;UNTERSTELLT;eingehend;;
fambaynor_14032;bmas;UNTERSTELLT;eingehend;;
famberbra_14033;bmas;UNTERSTELLT;eingehend;;
famniebre_14034;bmas;UNTERSTELLT;eingehend;;
famnor_14035;bmas;UNTERSTELLT;eingehend;;
famnorwesnor_14036;bmas;UNTERSTELLT;eingehend;;
famnorwesost_14037;bmas;UNTERSTELLT;eingehend;;
famnorweswes_14038;bmas;UNTERSTELLT;eingehend;;
famrhepfasaa_14039;bmas;UNTERSTELLT;eingehend;;
famsac_14040;bmas;UNTERSTELLT;eingehend;;
famsacanhthü_14041;bmas;UNTERSTELLT;eingehend;;
fer_48876;bmv;UNTERSTELLT;eingehend;;
ferbrainsfürhöc_434;bmi;UNTERSTELLT;eingehend;;
fil_435;bmi;UNTERSTELLT;eingehend;;
fin_84;bmf;UNTERSTELLT;eingehend;;
finbunfürste_50954;bmf;UNTERSTELLT;eingehend;;
fiu_49006;bmf;UNTERSTELLT;eingehend;;
fizkar_437;bmi;UNTERSTELLT;eingehend;;
fluinfbun_48923;bmvg;UNTERSTELLT;eingehend;;
fluinsluf_440;bmvg;UNTERSTELLT;eingehend;;
forber_443;bmbfsj;UNTERSTELLT;eingehend;;
forborleizenfür_712;bmbfsj;UNTERSTELLT;eingehend;;
forbunfürwasgeo_441;bmvg;UNTERSTELLT;eingehend;;
fordreros_444;bmbfsj;UNTERSTELLT;eingehend;;
forfürbiolannut_442;bmbfsj;UNTERSTELLT;eingehend;;
forjül_445;bmbfsj;UNTERSTELLT;eingehend;;
fraeinfürelenan_447;bmbfsj;UNTERSTELLT;eingehend;;
fragesförangfor_448;bmbfsj;UNTERSTELLT;eingehend;;
frainsfüralgwis_449;bmbfsj;UNTERSTELLT;eingehend;;
frainsfürangfes_450;bmbfsj;UNTERSTELLT;eingehend;;
frainsfüranginf_451;bmbfsj;UNTERSTELLT;eingehend;;
frainsfürangint_14738;bmbfsj;UNTERSTELLT;eingehend;;
frainsfürangopt_452;bmbfsj;UNTERSTELLT;eingehend;;
frainsfürangpol_453;bmbfsj;UNTERSTELLT;eingehend;;
frainsfürarborg_454;bmas;UNTERSTELLT;eingehend;;
frainsfürbau_455;bmbfsj;UNTERSTELLT;eingehend;;
frainsfürbetsys_456;bmbfsj;UNTERSTELLT;eingehend;;
frainsfürbiotec_457;bmbfsj;UNTERSTELLT;eingehend;;
frainsfürchetec_458;bmbfsj;UNTERSTELLT;eingehend;;
frainsfürdigmed_459;bmbfsj;UNTERSTELLT;eingehend;;
frainsfürexpsof_461;bmbfsj;UNTERSTELLT;eingehend;;
frainsfürfabaut_462;bmbfsj;UNTERSTELLT;eingehend;;
